Region,Soil_Type,Crop,Rainfall_mm,Temperature_Celsius,Fertilizer_Used,Irrigation_Used,Weather_Condition,Days_to_Harvest,Yield_tons_per_hectare
North,Sandy,Rice,934.8749129,23.69906206,TRUE,TRUE,Cloudy,86,8.263124501
West,Silt,Soybean,342.1705054,31.14100033,FALSE,TRUE,Cloudy,66,4.079354765
North,Clay,Cotton,537.6004784,32.9188495,TRUE,FALSE,Rainy,125,5.452064446
West,Sandy,Maize,882.9394448,34.7382345,FALSE,FALSE,Sunny,75,4.488053425
East,Loam,Maize,987.6416793,39.66519923,FALSE,FALSE,Rainy,68,5.769798731
South,Clay,Wheat,465.2572933,26.53991324,TRUE,FALSE,Cloudy,123,4.195396393
North,Sandy,Rice,893.3274025,15.75808687,FALSE,FALSE,Rainy,101,4.981152779
North,Chalky,Soybean,853.4696738,25.0858776,FALSE,FALSE,Sunny,137,4.811224987
South,Sandy,Maize,157.1653413,28.06867593,TRUE,FALSE,Cloudy,141,3.528892598
North,Clay,Cotton,499.7446145,38.95351581,TRUE,FALSE,Rainy,113,5.710145166
South,Peaty,Barley,510.0930277,34.63135522,FALSE,FALSE,Sunny,123,3.579658573
East,Peaty,Maize,277.8531119,22.45307028,FALSE,FALSE,Cloudy,127,1.983174886
West,Chalky,Maize,417.7544184,34.62039808,TRUE,FALSE,Rainy,87,4.249176065
East,Peaty,Maize,128.8046689,32.30516932,TRUE,TRUE,Rainy,104,4.240695717
West,Sandy,Maize,967.6157357,26.25640606,FALSE,TRUE,Rainy,67,6.292464546
South,Peaty,Cotton,343.8322347,37.75484616,TRUE,TRUE,Rainy,101,5.354333378
East,Clay,Wheat,831.3495572,20.31918597,FALSE,TRUE,Cloudy,140,5.751166312
West,Sandy,Rice,906.8068125,39.02637617,TRUE,FALSE,Sunny,140,6.785207601
South,Chalky,Maize,819.0274398,30.82262344,TRUE,TRUE,Rainy,91,7.273254321
West,Peaty,Cotton,927.6675473,33.14958417,TRUE,FALSE,Cloudy,72,6.545081042
North,Sandy,Barley,215.5126847,24.8663022,TRUE,FALSE,Cloudy,124,3.328869109
North,Silt,Soybean,736.2849869,37.20195997,FALSE,TRUE,Cloudy,137,5.403276456
South,Silt,Soybean,800.557396,16.15749213,TRUE,FALSE,Sunny,93,5.906715017
West,Silt,Barley,788.0521162,34.44688322,FALSE,FALSE,Rainy,104,4.401078042
North,Silt,Soybean,868.7735866,39.96228292,FALSE,FALSE,Sunny,100,4.842669994
East,Chalky,Barley,562.6766815,29.599377,FALSE,TRUE,Rainy,80,4.626035256
West,Silt,Soybean,716.0849204,32.3520474,FALSE,FALSE,Cloudy,149,4.516181072
West,Clay,Barley,483.3637455,38.77329715,TRUE,TRUE,Sunny,143,5.956069124
North,Loam,Cotton,480.2103763,35.42742586,TRUE,FALSE,Sunny,94,3.568918726
North,Peaty,Cotton,785.5032097,26.15907235,TRUE,FALSE,Sunny,99,5.161018469
South,Chalky,Cotton,806.8716979,17.35686355,FALSE,TRUE,Sunny,100,5.601151278
West,Peaty,Maize,196.2238093,19.29938584,TRUE,TRUE,Rainy,72,4.850509235
East,Sandy,Cotton,332.6350593,26.26800739,TRUE,FALSE,Cloudy,126,3.332327658
North,Loam,Soybean,428.9584643,19.83241028,TRUE,TRUE,Rainy,108,6.091869498
West,Sandy,Soybean,742.584578,24.84936401,TRUE,TRUE,Sunny,89,7.272931335
North,Silt,Rice,502.496016,36.32362142,FALSE,TRUE,Rainy,102,3.350429012
South,Chalky,Maize,439.2100576,37.3282795,TRUE,TRUE,Cloudy,82,6.746484204
West,Silt,Wheat,316.7889133,17.93788915,TRUE,FALSE,Cloudy,132,3.67080163
West,Clay,Soybean,161.6738276,35.19553471,TRUE,FALSE,Rainy,144,2.984992397
South,Chalky,Rice,277.9577669,33.97343295,FALSE,TRUE,Rainy,87,3.143599477
East,Clay,Cotton,293.6873954,25.76219533,TRUE,TRUE,Sunny,93,4.435264981
North,Loam,Soybean,415.1684123,16.39195066,FALSE,FALSE,Cloudy,99,1.65895415
South,Clay,Maize,760.0335469,30.81807585,FALSE,FALSE,Cloudy,76,5.001020627
West,Sandy,Soybean,297.0949806,39.22813697,TRUE,TRUE,Sunny,108,5.60798507
South,Loam,Maize,435.5483123,33.10332067,TRUE,TRUE,Rainy,104,6.342579436
West,Chalky,Maize,347.7420932,19.11292446,TRUE,FALSE,Sunny,132,3.557823969
South,Silt,Rice,276.5867212,28.63272544,TRUE,TRUE,Sunny,123,3.271500961
East,Clay,Cotton,772.2107018,18.73993642,TRUE,TRUE,Cloudy,125,6.592174985
West,Silt,Barley,984.7816775,28.29822947,TRUE,FALSE,Sunny,112,6.731242958
South,Chalky,Maize,123.2818726,39.81210336,FALSE,TRUE,Rainy,122,2.303018137
East,Clay,Maize,696.8852268,36.07651823,FALSE,FALSE,Sunny,78,4.178268442
East,Loam,Wheat,556.3588749,31.16004563,FALSE,FALSE,Sunny,78,3.0996298
North,Silt,Rice,413.1974506,39.67592479,TRUE,TRUE,Rainy,139,5.111626991
West,Peaty,Maize,348.4948706,20.51240266,TRUE,TRUE,Sunny,70,4.478446862
North,Silt,Maize,852.8164333,28.6866616,TRUE,FALSE,Rainy,69,5.069765843
East,Peaty,Maize,149.9860248,22.98329091,TRUE,TRUE,Cloudy,149,3.940834865
North,Silt,Soybean,164.8932161,31.97113652,FALSE,TRUE,Rainy,97,2.535792651
North,Sandy,Barley,446.5103174,25.29700818,TRUE,FALSE,Sunny,81,3.015889944
South,Chalky,Soybean,724.4931098,33.09030523,FALSE,FALSE,Sunny,142,3.31224003
North,Chalky,Cotton,102.519306,38.52582963,FALSE,FALSE,Cloudy,65,0.724200054
East,Loam,Barley,570.7525383,22.21372003,TRUE,FALSE,Sunny,86,5.028405802
North,Silt,Maize,635.7171689,29.8256992,FALSE,FALSE,Cloudy,84,4.063646158
West,Clay,Soybean,168.2256937,33.55447539,FALSE,FALSE,Sunny,71,1.252358419
South,Peaty,Barley,471.5085888,25.89325267,TRUE,FALSE,Sunny,140,4.152509779
East,Loam,Barley,140.5608865,25.92736075,FALSE,TRUE,Cloudy,126,2.817368145
North,Chalky,Barley,723.1369785,16.58875712,FALSE,FALSE,Cloudy,126,3.529306168
West,Chalky,Soybean,877.0293879,18.7922235,TRUE,TRUE,Sunny,119,7.114658843
East,Chalky,Soybean,839.4006078,22.98315443,TRUE,TRUE,Rainy,124,6.944130114
North,Clay,Rice,342.6155557,15.62472659,FALSE,FALSE,Sunny,129,2.406642542
South,Silt,Rice,351.7409931,19.82206602,FALSE,FALSE,Rainy,131,1.859722849
North,Chalky,Rice,607.5834153,32.63807869,TRUE,FALSE,Cloudy,83,5.628699707
East,Silt,Rice,241.3032908,37.76519806,TRUE,FALSE,Cloudy,96,3.709828989
East,Chalky,Rice,757.5107734,17.94196608,TRUE,FALSE,Rainy,79,6.306931857
East,Chalky,Rice,571.8458534,35.28452242,FALSE,TRUE,Cloudy,128,4.275233343
West,Peaty,Wheat,761.5770602,22.75105234,FALSE,TRUE,Sunny,97,5.32506646
North,Loam,Soybean,141.8594804,26.70648429,FALSE,FALSE,Cloudy,120,0.657825521
North,Silt,Rice,241.0658525,36.29287572,FALSE,TRUE,Rainy,125,3.608411028
North,Chalky,Barley,503.435811,21.32461525,TRUE,TRUE,Sunny,127,5.949114032
South,Chalky,Maize,680.3092708,38.60211177,FALSE,TRUE,Rainy,121,6.051216085
West,Loam,Barley,554.0414768,32.14665843,TRUE,TRUE,Cloudy,136,6.376665496
West,Loam,Maize,295.438714,29.87904672,TRUE,FALSE,Cloudy,129,3.38307521
South,Silt,Maize,526.8108662,36.46137801,TRUE,FALSE,Rainy,108,4.685237132
West,Peaty,Barley,406.6472984,22.76137737,TRUE,FALSE,Cloudy,126,4.036893441
South,Chalky,Soybean,867.9229641,20.68288527,FALSE,FALSE,Rainy,96,5.626698199
East,Clay,Cotton,300.1639734,18.943611,TRUE,TRUE,Rainy,109,5.04485592
East,Loam,Maize,667.6675846,33.80208944,FALSE,FALSE,Cloudy,145,3.288394958
West,Peaty,Wheat,684.5803808,15.83717262,FALSE,FALSE,Cloudy,122,3.8924339
East,Sandy,Soybean,865.7129862,24.80812306,TRUE,FALSE,Cloudy,91,5.416773961
East,Sandy,Maize,413.1890399,17.217782,FALSE,TRUE,Rainy,89,3.239757737
East,Chalky,Maize,181.9551966,18.81417295,TRUE,TRUE,Cloudy,98,4.158920329
North,Silt,Wheat,104.2224253,37.56017944,FALSE,FALSE,Sunny,90,1.329487047
East,Peaty,Wheat,727.932656,27.81019709,TRUE,TRUE,Cloudy,112,6.801450446
North,Sandy,Barley,520.988504,30.48866022,FALSE,FALSE,Cloudy,90,2.82398792
South,Silt,Wheat,604.1765416,34.07102517,FALSE,TRUE,Rainy,93,4.432524969
South,Peaty,Barley,304.0737825,16.44080956,FALSE,TRUE,Rainy,134,3.697678411
South,Peaty,Wheat,480.7422719,25.80755016,TRUE,FALSE,Rainy,71,4.250020992
South,Sandy,Cotton,954.4136395,30.6600727,FALSE,TRUE,Sunny,84,6.923174888
South,Sandy,Wheat,568.7886416,39.94216971,TRUE,FALSE,Rainy,94,4.67974891
East,Chalky,Barley,802.1458528,36.47911201,TRUE,FALSE,Cloudy,96,6.049769286
East,Chalky,Wheat,670.5804673,21.49686175,TRUE,TRUE,Sunny,138,6.581144611
East,Chalky,Maize,856.5503629,26.89922695,FALSE,FALSE,Cloudy,149,4.935234874
South,Chalky,Wheat,873.0600369,17.3732069,FALSE,TRUE,Cloudy,79,5.610457835
South,Clay,Cotton,634.4055357,17.86864422,TRUE,FALSE,Cloudy,64,4.67966762
North,Sandy,Wheat,623.4432533,20.1159187,TRUE,TRUE,Cloudy,130,6.324579436
West,Clay,Rice,468.884643,18.89302622,TRUE,FALSE,Rainy,139,4.557315057
East,Sandy,Soybean,156.8006425,27.21301926,TRUE,TRUE,Cloudy,97,4.299070929
West,Loam,Rice,920.4773377,15.48667477,FALSE,TRUE,Sunny,87,6.239971681
South,Sandy,Soybean,956.4292555,26.22043673,FALSE,TRUE,Cloudy,102,6.622273047
South,Chalky,Cotton,965.7604214,26.01932032,TRUE,TRUE,Sunny,61,7.7820322
South,Silt,Wheat,381.2445952,30.57185235,TRUE,FALSE,Sunny,63,3.852068814
West,Sandy,Barley,820.5926326,15.9343261,TRUE,TRUE,Rainy,113,6.408256442
North,Loam,Rice,737.7367215,33.96912448,FALSE,TRUE,Cloudy,142,5.728774713
South,Peaty,Barley,687.7988236,16.171653,TRUE,TRUE,Sunny,148,6.704090628
North,Silt,Barley,973.2009088,35.61752115,FALSE,TRUE,Sunny,109,6.675920203
North,Clay,Rice,109.1151315,22.54225869,TRUE,FALSE,Sunny,113,2.221523946
East,Peaty,Wheat,546.8478693,20.87517063,FALSE,TRUE,Cloudy,73,4.027476782
West,Clay,Cotton,363.4078028,29.09888199,TRUE,TRUE,Sunny,140,4.414344722
South,Loam,Soybean,826.2646431,27.62333416,FALSE,FALSE,Sunny,115,4.77855931
North,Chalky,Maize,540.3901551,26.4800756,FALSE,FALSE,Cloudy,101,2.950212403
West,Silt,Soybean,417.0338718,19.87165184,TRUE,TRUE,Cloudy,67,5.333375364
West,Loam,Wheat,810.3447841,39.89950616,TRUE,TRUE,Sunny,145,8.115319203
South,Sandy,Maize,652.6160751,17.93727157,FALSE,FALSE,Sunny,113,4.165101248
East,Silt,Rice,877.0900664,26.88301904,FALSE,FALSE,Sunny,119,5.05936562
East,Sandy,Barley,288.6129026,16.90413263,TRUE,FALSE,Rainy,87,3.554245662
North,Loam,Maize,857.7625791,34.89016441,FALSE,TRUE,Cloudy,142,7.182768117
East,Silt,Wheat,941.339899,21.42072266,TRUE,FALSE,Cloudy,147,6.666012641
East,Sandy,Rice,414.2456958,39.64354291,TRUE,FALSE,Cloudy,86,4.929210799
East,Silt,Barley,889.3111465,17.65146673,TRUE,FALSE,Sunny,114,6.357354141
West,Sandy,Cotton,163.5920154,35.1519081,TRUE,TRUE,Cloudy,133,5.122717557
South,Silt,Wheat,261.8452402,34.7436645,FALSE,TRUE,Cloudy,73,2.46448306
West,Chalky,Maize,948.7496118,39.01376408,TRUE,FALSE,Rainy,124,6.157575992
West,Sandy,Rice,912.034135,21.51170577,TRUE,TRUE,Rainy,94,8.160721696
South,Sandy,Rice,787.7873216,17.47302882,FALSE,TRUE,Sunny,97,5.243888584
West,Sandy,Rice,615.6599912,24.77185981,TRUE,TRUE,Sunny,89,5.993657676
North,Peaty,Cotton,126.0988251,34.88481113,TRUE,TRUE,Cloudy,148,3.771633953
North,Loam,Maize,219.8290067,15.18558881,TRUE,FALSE,Cloudy,118,2.965537673
West,Loam,Wheat,882.7900518,36.46079681,FALSE,TRUE,Rainy,96,6.697408958
East,Peaty,Barley,823.9227017,38.49596021,TRUE,FALSE,Rainy,110,6.613503036
West,Sandy,Maize,784.9461042,17.17411479,TRUE,FALSE,Sunny,105,6.443921045
East,Sandy,Wheat,485.9298682,34.28868742,TRUE,TRUE,Cloudy,138,6.20086423
West,Chalky,Soybean,103.2640229,23.30759939,FALSE,FALSE,Sunny,115,1.813650954
North,Peaty,Rice,148.8633625,36.07179331,FALSE,TRUE,Cloudy,97,3.036727281
East,Sandy,Barley,357.3859448,25.38686933,FALSE,TRUE,Rainy,113,3.349999767
North,Chalky,Soybean,713.7358233,20.77285251,TRUE,FALSE,Rainy,135,5.622747638
West,Loam,Soybean,558.0296432,36.14883736,FALSE,FALSE,Rainy,104,3.053341104
South,Loam,Rice,668.5571323,33.94083078,TRUE,FALSE,Sunny,85,5.286263865
East,Loam,Soybean,863.5767222,39.19882652,TRUE,FALSE,Sunny,117,6.613442531
East,Silt,Barley,372.3239627,28.37719401,FALSE,FALSE,Rainy,126,3.098934565
West,Sandy,Cotton,881.3944016,35.31931965,FALSE,FALSE,Rainy,126,4.093467398
West,Loam,Cotton,142.8498466,15.58439151,TRUE,TRUE,Rainy,145,3.325803647
East,Sandy,Barley,564.7821641,35.94623432,FALSE,TRUE,Cloudy,147,4.150688827
South,Loam,Cotton,248.4955238,19.40366259,TRUE,TRUE,Cloudy,85,3.524070551
West,Clay,Cotton,932.1437899,15.53716611,TRUE,FALSE,Sunny,113,6.383648797
West,Chalky,Maize,890.1516881,34.00262083,FALSE,FALSE,Sunny,103,5.343725142
West,Peaty,Maize,676.7205093,38.20981344,TRUE,FALSE,Sunny,61,6.797517615
South,Peaty,Cotton,619.1665681,39.34934002,TRUE,FALSE,Rainy,79,5.527028659
East,Chalky,Soybean,749.0342769,30.61141942,FALSE,TRUE,Rainy,117,5.765819194
North,Chalky,Cotton,674.9563436,23.69310141,TRUE,TRUE,Rainy,105,6.536533861
West,Sandy,Wheat,657.070122,22.50808097,TRUE,FALSE,Rainy,115,5.294950698
South,Loam,Maize,964.0193898,27.4955598,FALSE,FALSE,Sunny,140,4.860411628
East,Peaty,Wheat,769.1964401,29.53367329,TRUE,TRUE,Rainy,80,7.189832361
East,Clay,Cotton,979.8363593,36.79343933,TRUE,TRUE,Cloudy,127,8.464247105
South,Chalky,Rice,965.0006694,20.99229572,FALSE,FALSE,Sunny,143,6.088241962
West,Loam,Soybean,249.079471,33.95414965,TRUE,TRUE,Cloudy,148,4.126407645
North,Clay,Cotton,339.7767933,19.01311732,TRUE,FALSE,Cloudy,131,3.698688241
West,Silt,Cotton,653.6741075,35.70527323,TRUE,FALSE,Sunny,106,6.021152968
East,Loam,Barley,350.3507389,25.98273871,FALSE,FALSE,Cloudy,120,1.512123186
North,Sandy,Soybean,935.7844588,31.7722295,FALSE,TRUE,Sunny,115,7.12184881
West,Chalky,Soybean,295.1532524,28.35217726,TRUE,TRUE,Cloudy,80,5.337733847
North,Chalky,Soybean,803.8638148,28.12530727,TRUE,FALSE,Rainy,117,6.079705965
South,Chalky,Wheat,295.1848797,32.60831706,TRUE,TRUE,Cloudy,149,5.029811192
West,Sandy,Soybean,609.0146869,25.4563225,FALSE,FALSE,Cloudy,64,4.100463262
East,Chalky,Barley,511.5885847,32.6411773,TRUE,FALSE,Sunny,128,4.933857869
East,Peaty,Maize,959.557181,23.30732527,FALSE,TRUE,Cloudy,117,5.549271541
North,Loam,Maize,182.5584536,17.29966884,TRUE,TRUE,Rainy,94,3.44477067
South,Loam,Wheat,489.9551794,28.76995765,TRUE,FALSE,Rainy,115,4.858708932
West,Loam,Wheat,588.669086,29.65008454,TRUE,TRUE,Rainy,87,6.622232101
South,Chalky,Barley,728.2058088,34.91269994,FALSE,FALSE,Cloudy,89,3.983157344
South,Sandy,Maize,546.4986731,17.72292436,FALSE,TRUE,Cloudy,146,4.069903683
North,Silt,Cotton,875.4992016,37.09966621,FALSE,TRUE,Cloudy,124,5.674181216
North,Loam,Barley,575.6366567,37.0786375,TRUE,FALSE,Rainy,120,5.496546695
West,Silt,Soybean,870.8943742,33.82943023,FALSE,TRUE,Rainy,105,6.585887475
East,Peaty,Wheat,361.4244796,33.4237195,FALSE,FALSE,Sunny,85,1.753037816
West,Clay,Wheat,135.4961563,30.6196707,FALSE,TRUE,Cloudy,60,1.308673103
South,Peaty,Barley,681.6271366,36.45593255,TRUE,TRUE,Cloudy,71,6.806510825
North,Peaty,Wheat,632.5039172,34.98539439,FALSE,TRUE,Rainy,149,5.02944234
South,Loam,Barley,850.0877381,21.42579341,TRUE,TRUE,Rainy,85,7.083953407
North,Loam,Maize,313.0071979,34.26776676,FALSE,FALSE,Cloudy,117,2.249645565
East,Clay,Barley,354.3306441,30.93664435,FALSE,TRUE,Rainy,120,3.626727947
South,Chalky,Maize,354.868894,34.80859132,FALSE,FALSE,Rainy,83,3.082589393
North,Clay,Soybean,927.3418244,28.81600351,TRUE,TRUE,Rainy,124,8.225298661
West,Clay,Maize,846.5868853,35.01008517,TRUE,TRUE,Sunny,132,7.33367457
West,Chalky,Cotton,760.5642301,23.98023461,FALSE,FALSE,Sunny,69,4.502451865
West,Sandy,Maize,384.2889407,23.56953764,TRUE,TRUE,Rainy,86,5.264316081
South,Silt,Wheat,801.8891762,18.30837794,TRUE,FALSE,Cloudy,130,5.345726782
North,Peaty,Maize,670.7508464,27.77070118,FALSE,FALSE,Sunny,85,3.76530669
North,Loam,Maize,616.7202633,26.85302172,FALSE,TRUE,Cloudy,93,4.740906776
North,Peaty,Wheat,637.7293579,20.97314458,TRUE,TRUE,Sunny,71,6.775103093
South,Chalky,Rice,466.5465556,28.76283558,TRUE,FALSE,Rainy,88,4.362179042
North,Silt,Wheat,817.8811259,33.38496803,TRUE,FALSE,Sunny,65,6.014046817
East,Clay,Cotton,594.3879652,29.1211865,TRUE,FALSE,Sunny,94,4.945344856
South,Silt,Soybean,915.1244188,23.1525527,FALSE,TRUE,Sunny,118,6.000579871
East,Peaty,Maize,924.0042871,25.85187307,TRUE,FALSE,Rainy,93,6.144248825
East,Sandy,Rice,258.6830227,15.76155344,TRUE,TRUE,Cloudy,65,4.411394411
West,Clay,Barley,351.7650905,31.50308957,FALSE,FALSE,Cloudy,64,2.336396387
South,Loam,Barley,649.6008195,25.31271072,FALSE,TRUE,Cloudy,109,4.076599001
North,Clay,Wheat,887.4434441,37.29365491,TRUE,TRUE,Cloudy,92,7.569537488
East,Peaty,Cotton,129.8469917,28.92968872,TRUE,TRUE,Sunny,93,3.657926293
South,Clay,Wheat,953.2623171,20.92902086,TRUE,FALSE,Cloudy,63,6.71330619
North,Silt,Cotton,915.2464871,32.82710165,FALSE,FALSE,Rainy,141,4.664740915
West,Sandy,Maize,917.652468,20.41776226,TRUE,TRUE,Sunny,108,7.079558171
South,Clay,Cotton,553.1303459,29.36831333,FALSE,TRUE,Cloudy,96,4.645580802
South,Peaty,Maize,629.8282466,36.354322,FALSE,TRUE,Cloudy,134,4.380616833
South,Clay,Wheat,461.4797632,31.49994552,FALSE,FALSE,Cloudy,87,3.549992097
North,Silt,Rice,527.536914,26.40509274,FALSE,FALSE,Cloudy,87,3.261247965
East,Peaty,Maize,921.0183446,15.17616959,FALSE,TRUE,Sunny,132,5.864842746
East,Chalky,Maize,251.7182389,23.73331039,FALSE,TRUE,Sunny,90,3.064615862
South,Silt,Barley,198.9711985,33.242126,FALSE,TRUE,Sunny,143,3.519588138
South,Chalky,Cotton,733.1962854,15.40598515,TRUE,FALSE,Rainy,112,5.570377036
North,Clay,Soybean,458.6962794,35.8739215,FALSE,TRUE,Rainy,92,4.301597809
West,Chalky,Cotton,368.9786918,24.53473607,TRUE,FALSE,Cloudy,114,3.53381635
South,Chalky,Barley,957.151667,23.75391382,TRUE,FALSE,Rainy,91,7.385488936
South,Clay,Rice,268.0988333,16.05247647,FALSE,FALSE,Cloudy,104,2.08831322
West,Chalky,Maize,112.8000577,30.1233012,FALSE,FALSE,Rainy,73,0.621426096
South,Sandy,Wheat,431.5646156,26.79463444,FALSE,TRUE,Sunny,104,4.585627445
East,Clay,Barley,769.3441278,21.38570169,TRUE,TRUE,Sunny,75,7.715224398
South,Peaty,Soybean,628.0507549,31.61181291,FALSE,FALSE,Cloudy,67,4.174240742
East,Silt,Soybean,669.3629592,22.03011236,FALSE,FALSE,Sunny,111,3.300175511
North,Chalky,Rice,240.8875805,23.82111328,TRUE,TRUE,Rainy,85,4.616945039
North,Chalky,Wheat,414.6429731,22.99262454,TRUE,TRUE,Sunny,121,4.609138829
East,Clay,Barley,924.1963535,15.27406367,FALSE,TRUE,Cloudy,69,7.11309052
East,Loam,Cotton,478.7107611,31.48595959,FALSE,FALSE,Rainy,101,2.154966856
West,Loam,Wheat,397.8500953,30.2373328,TRUE,FALSE,Sunny,81,4.522343935
East,Sandy,Rice,262.3780296,21.76902603,FALSE,FALSE,Sunny,106,1.652416039
East,Silt,Soybean,524.8043511,39.54557871,TRUE,TRUE,Rainy,110,6.985999372
South,Chalky,Rice,330.3627034,24.61883882,TRUE,TRUE,Cloudy,98,5.224970852
West,Clay,Soybean,890.5589848,29.79891471,FALSE,FALSE,Rainy,104,5.767912538
East,Chalky,Wheat,110.3084155,18.82954359,TRUE,TRUE,Sunny,143,3.180254946
East,Peaty,Barley,400.5364278,31.56762928,TRUE,FALSE,Rainy,123,3.520377384
East,Peaty,Barley,143.4823122,22.97236869,TRUE,FALSE,Sunny,113,3.096190817
South,Sandy,Soybean,700.8607188,28.91941374,FALSE,TRUE,Sunny,127,5.056615685
South,Clay,Wheat,194.6729285,28.22822364,FALSE,FALSE,Rainy,121,2.280782728
South,Clay,Rice,824.5621278,15.70482962,FALSE,TRUE,Rainy,117,5.640995303
North,Peaty,Soybean,189.7618868,16.79270934,FALSE,FALSE,Rainy,118,1.210791249
South,Peaty,Maize,487.5841045,36.05703212,TRUE,FALSE,Sunny,73,4.725673128
East,Clay,Rice,233.8609711,39.55823526,TRUE,FALSE,Cloudy,139,3.86716106
South,Peaty,Rice,934.869601,28.97571021,FALSE,FALSE,Rainy,93,5.948566314
South,Peaty,Maize,647.7529191,38.54049408,TRUE,TRUE,Rainy,93,5.626696051
West,Loam,Cotton,808.2592223,33.6315175,FALSE,TRUE,Rainy,136,5.527249038
East,Clay,Cotton,236.9294337,34.89975469,TRUE,TRUE,Rainy,68,4.144037592
South,Silt,Rice,285.3776567,16.41979651,FALSE,FALSE,Rainy,124,2.283917065
North,Chalky,Maize,690.5249713,22.70558913,FALSE,FALSE,Cloudy,136,4.579551051
West,Clay,Soybean,974.8866181,19.12043827,FALSE,TRUE,Cloudy,74,7.258832631
South,Loam,Rice,739.269839,31.11917325,FALSE,TRUE,Rainy,118,5.846955115
West,Peaty,Maize,364.2280306,22.89796639,FALSE,TRUE,Cloudy,66,3.778703806
West,Clay,Maize,744.0231284,29.89773419,FALSE,TRUE,Rainy,109,5.178710569
North,Clay,Barley,774.7738019,38.00828704,TRUE,TRUE,Cloudy,77,7.354333733
North,Silt,Wheat,581.9812659,33.13418147,TRUE,FALSE,Sunny,142,4.702479019
North,Loam,Soybean,673.1660611,16.11654013,TRUE,TRUE,Rainy,85,7.609092999
East,Chalky,Barley,903.8158075,32.11967601,TRUE,FALSE,Sunny,115,6.735507023
West,Chalky,Cotton,519.3596586,25.83625164,FALSE,TRUE,Sunny,96,4.712564763
South,Clay,Cotton,645.4878403,30.26870577,TRUE,TRUE,Cloudy,101,6.419009626
North,Chalky,Soybean,523.6614094,23.31404712,FALSE,FALSE,Cloudy,127,2.739404258
North,Loam,Rice,440.4101245,39.19782496,FALSE,TRUE,Cloudy,116,4.182280649
West,Sandy,Barley,511.4886406,39.9727097,TRUE,FALSE,Cloudy,123,4.620316644
West,Clay,Rice,384.9648437,35.04174568,FALSE,TRUE,Cloudy,123,3.869783699
West,Clay,Maize,874.6595514,30.9624615,TRUE,TRUE,Sunny,133,7.664604709
South,Sandy,Wheat,724.8640738,29.53388801,TRUE,FALSE,Rainy,114,5.388350587
East,Loam,Wheat,487.9828207,17.36366254,FALSE,TRUE,Sunny,89,4.898378805
East,Peaty,Barley,110.5091812,18.53959905,TRUE,FALSE,Cloudy,87,2.51110516
North,Chalky,Maize,508.9772886,32.84679744,FALSE,FALSE,Cloudy,110,3.029397121
East,Silt,Maize,147.7284642,26.45727672,FALSE,TRUE,Cloudy,102,2.893811352
South,Sandy,Maize,347.5669244,35.37032529,TRUE,TRUE,Cloudy,121,5.653909433
East,Peaty,Soybean,689.3882761,37.57297368,FALSE,TRUE,Rainy,67,4.562782941
South,Peaty,Wheat,138.9501663,31.09568158,FALSE,TRUE,Rainy,75,2.712432399
North,Peaty,Maize,260.7721316,38.993808,FALSE,FALSE,Rainy,93,2.281531441
West,Sandy,Barley,423.3925726,21.22214902,FALSE,TRUE,Rainy,93,3.94161945
South,Clay,Soybean,755.6401355,20.51929963,FALSE,FALSE,Cloudy,133,4.50206067
West,Silt,Cotton,498.5662287,22.16726945,FALSE,TRUE,Rainy,117,3.929026951
North,Chalky,Cotton,186.0765287,22.73881362,TRUE,TRUE,Cloudy,133,4.304716046
South,Peaty,Soybean,477.916657,32.09747052,TRUE,FALSE,Rainy,99,4.507816584
South,Silt,Soybean,526.7741933,23.23557662,FALSE,FALSE,Rainy,70,3.370648652
East,Sandy,Barley,271.2994941,35.3033628,TRUE,TRUE,Rainy,83,4.317089825
South,Clay,Soybean,881.6263546,19.69598073,TRUE,TRUE,Sunny,141,8.070335908
North,Peaty,Barley,760.5202437,26.90018888,TRUE,FALSE,Cloudy,117,6.380557717
West,Sandy,Soybean,247.8915938,27.91728285,FALSE,TRUE,Sunny,122,2.493971012
South,Loam,Barley,665.8490489,26.24684243,TRUE,FALSE,Cloudy,84,6.082344043
North,Chalky,Soybean,349.5813413,29.25618273,TRUE,FALSE,Rainy,146,4.738053076
North,Sandy,Soybean,393.6330223,20.11254894,TRUE,TRUE,Sunny,78,4.913129966
South,Loam,Maize,381.3260419,25.31421943,TRUE,FALSE,Cloudy,105,3.773840734
East,Sandy,Barley,664.2228819,24.03873981,FALSE,FALSE,Cloudy,111,4.3221297
South,Loam,Cotton,262.0955117,23.05297325,TRUE,FALSE,Sunny,79,3.341029794
South,Loam,Maize,501.4654587,28.36800396,FALSE,FALSE,Cloudy,125,2.725761885
East,Silt,Wheat,410.7419082,25.98654259,FALSE,TRUE,Cloudy,133,2.81379424
North,Peaty,Soybean,548.6912984,38.43814909,FALSE,TRUE,Cloudy,119,4.658899979
South,Chalky,Cotton,404.8276313,31.33678381,TRUE,FALSE,Rainy,147,4.610772671
East,Peaty,Cotton,444.5923237,17.73861357,TRUE,TRUE,Rainy,98,4.752113585
West,Clay,Wheat,104.035192,24.14292457,TRUE,FALSE,Sunny,85,2.569255442
West,Silt,Soybean,170.1752749,33.88309627,TRUE,FALSE,Rainy,60,3.499387839
East,Sandy,Cotton,548.0965125,36.25203114,FALSE,TRUE,Cloudy,80,4.795111128
